season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
2011,19,lotus_racing,0,0,10
2011,19,hrt,0,0,11
2011,19,virgin,0,0,12
2012,1,mclaren,40,1,1
2012,1,red_bull,30,0,2
2012,1,sauber,12,0,3
2012,1,ferrari,10,0,4
2012,1,lotus_f1,6,0,5
2012,1,toro_rosso,2,0,6
2012,1,force_india,1,0,7
2012,1,mercedes,0,0,8
2012,1,williams,0,0,9
2012,1,marussia,0,0,10
2012,1,caterham,0,0,11
2012,2,mclaren,55,1,1
2012,2,red_bull,42,0,2
2012,2,ferrari,35,1,3
2012,2,sauber,30,0,4
2012,2,lotus_f1,16,0,5
2012,2,force_india,9,0,6
2012,2,williams,8,0,7
2012,2,toro_rosso,6,0,8
2012,2,mercedes,1,0,9
2012,2,marussia,0,0,10
2012,2,caterham,0,0,11
2012,2,hrt,0,0,12
2012,3,mclaren,88,1,1
2012,3,red_bull,64,0,2
2012,3,ferrari,37,1,3
2012,3,sauber,31,0,4
2012,3,mercedes,26,1,5
2012,3,lotus_f1,24,0,6
2012,3,williams,18,0,7
2012,3,force_india,9,0,8
2012,3,toro_rosso,6,0,9
2012,3,marussia,0,0,10
2012,3,caterham,0,0,11
2012,3,hrt,0,0,12
2012,4,red_bull,101,1,1
2012,4,mclaren,92,1,2
2012,4,lotus_f1,57,0,3
2012,4,ferrari,45,1,4
2012,4,mercedes,37,1,5
2012,4,sauber,31,0,6
2012,4,williams,18,0,7
2012,4,force_india,17,0,8
2012,4,toro_rosso,6,0,9
2012,4,marussia,0,0,10
2012,4,caterham,0,0,11
2012,4,hrt,0,0,12
2012,5,red_bull,109,1,1
2012,5,mclaren,98,1,2
2012,5,lotus_f1,84,0,3
2012,5,ferrari,63,1,4
2012,5,mercedes,43,1,5
2012,5,williams,43,1,6
2012,5,sauber,41,0,7
2012,5,force_india,18,0,8
2012,5,toro_rosso,6,0,9
2012,5,marussia,0,0,10
2012,5,caterham,0,0,11
2012,5,hrt,0,0,12
2012,6,red_bull,146,2,1
2012,6,mclaren,108,1,2
2012,6,ferrari,86,1,3
2012,6,lotus_f1,86,0,4
2012,6,mercedes,61,1,5
2012,6,williams,44,1,6
2012,6,sauber,41,0,7
2012,6,force_india,28,0,8
2012,6,toro_rosso,6,0,9
2012,6,caterham,0,0,10
2012,6,marussia,0,0,11
2012,6,hrt,0,0,12
2012,7,red_bull,164,2,1
2012,7,mclaren,133,2,2
2012,7,lotus_f1,108,0,3
2012,7,ferrari,97,1,4
2012,7,mercedes,69,1,5
2012,7,sauber,58,0,6
2012,7,williams,44,1,7
2012,7,force_india,28,0,8
2012,7,toro_rosso,6,0,9
2012,7,caterham,0,0,10
2012,7,marussia,0,0,11
2012,7,hrt,0,0,12
2012,8,red_bull,176,2,1
2012,8,mclaren,137,2,2
2012,8,lotus_f1,126,0,3
2012,8,ferrari,122,2,4
2012,8,mercedes,92,1,5
2012,8,sauber,60,0,6
2012,8,williams,45,1,7
2012,8,force_india,44,0,8
2012,8,toro_rosso,6,0,9
2012,8,caterham,0,0,10
2012,8,marussia,0,0,11
2012,8,hrt,0,0,12
2012,9,red_bull,216,3,1
2012,9,ferrari,152,2,2
2012,9,lotus_f1,144,0,3
2012,9,mclaren,142,2,4
2012,9,mercedes,98,1,5
2012,9,sauber,60,0,6
2012,9,williams,47,1,7
2012,9,force_india,44,0,8
2012,9,toro_rosso,6,0,9
2012,9,caterham,0,0,10
2012,9,marussia,0,0,11
2012,9,hrt,0,0,12
2012,10,red_bull,230,3,1
2012,10,ferrari,177,3,2
2012,10,mclaren,160,2,3
2012,10,lotus_f1,159,0,4
2012,10,mercedes,105,1,5
2012,10,sauber,80,0,6
2012,10,williams,47,1,7
2012,10,force_india,46,0,8
2012,10,toro_rosso,6,0,9
2012,10,caterham,0,0,10
2012,10,marussia,0,0,11
2012,10,hrt,0,0,12
2012,11,red_bull,246,3,1
2012,11,mclaren,193,3,2
2012,11,lotus_f1,192,0,3
2012,11,ferrari,189,3,4
2012,11,mercedes,106,1,5
2012,11,sauber,80,0,6
2012,11,williams,53,1,7
2012,11,force_india,46,0,8
2012,11,toro_rosso,6,0,9
2012,11,caterham,0,0,10
2012,11,marussia,0,0,11
2012,11,hrt,0,0,12
2012,12,red_bull,272,3,1
2012,12,mclaren,218,4,2
2012,12,lotus_f1,207,0,3
2012,12,ferrari,199,3,4
2012,12,mercedes,112,1,5
2012,12,sauber,80,0,6
2012,12,force_india,59,0,7
2012,12,williams,53,1,8
2012,12,toro_rosso,12,0,9
2012,12,caterham,0,0,10
2012,12,marussia,0,0,11
2012,12,hrt,0,0,12
2012,13,red_bull,272,3,1
2012,13,mclaren,243,5,2
2012,13,ferrari,226,3,3
2012,13,lotus_f1,217,0,4
2012,13,mercedes,126,1,5
2012,13,sauber,100,0,6
2012,13,force_india,63,0,7
2012,13,williams,54,1,8
2012,13,toro_rosso,12,0,9
2012,13,caterham,0,0,10
2012,13,marussia,0,0,11
2012,13,hrt,0,0,12
2012,14,red_bull,297,4,1
2012,14,mclaren,261,5,2
2012,14,ferrari,245,3,3
2012,14,lotus_f1,231,0,4
2012,14,mercedes,136,1,5
2012,14,sauber,101,0,6
2012,14,force_india,75,0,7
2012,14,williams,54,1,8
2012,14,toro_rosso,14,0,9
2012,14,marussia,0,0,10
2012,14,caterham,0,0,11
2012,14,hrt,0,0,12
2012,15,red_bull,324,5,1
2012,15,mclaren,283,5,2
2012,15,ferrari,263,3,3
2012,15,lotus_f1,239,0,4
2012,15,mercedes,136,1,5
2012,15,sauber,116,0,6
2012,15,force_india,81,0,7
2012,15,williams,58,1,8
2012,15,toro_rosso,15,0,9
2012,15,marussia,0,0,10
2012,15,caterham,0,0,11
2012,15,hrt,0,0,12
2012,16,red_bull,367,6,1
2012,16,ferrari,290,3,2
2012,16,mclaren,284,5,3
2012,16,lotus_f1,255,0,4
2012,16,mercedes,136,1,5
2012,16,sauber,116,0,6
2012,16,force_india,89,0,7
2012,16,williams,58,1,8
2012,16,toro_rosso,21,0,9
2012,16,marussia,0,0,10
2012,16,caterham,0,0,11
2012,16,hrt,0,0,12
2012,17,red_bull,407,7,1
2012,17,ferrari,316,3,2
2012,17,mclaren,306,5,3
2012,17,lotus_f1,263,0,4
2012,17,mercedes,136,1,5
2012,17,sauber,116,0,6
2012,17,force_india,93,0,7
2012,17,williams,59,1,8
2012,17,toro_rosso,21,0,9
2012,17,marussia,0,0,10
2012,17,caterham,0,0,11
2012,17,hrt,0,0,12
2012,18,red_bull,422,7,1
2012,18,ferrari,340,3,2
2012,18,mclaren,318,5,3
2012,18,lotus_f1,288,1,4
2012,18,mercedes,136,1,5
2012,18,sauber,124,0,6
2012,18,force_india,95,0,7
2012,18,williams,73,1,8
2012,18,toro_rosso,22,0,9
2012,18,marussia,0,0,10
2012,18,caterham,0,0,11
2012,18,hrt,0,0,12
2012,19,red_bull,440,7,1
2012,19,ferrari,367,3,2
2012,19,mclaren,353,6,3
2012,19,lotus_f1,302,1,4
2012,19,mercedes,136,1,5
2012,19,sauber,124,0,6
2012,19,force_india,99,0,7
2012,19,williams,76,1,8
2012,19,toro_rosso,22,0,9
2012,19,marussia,0,0,10
2012,19,caterham,0,0,11
2012,19,hrt,0,0,12
2012,20,red_bull,460,7,1
2012,20,ferrari,400,3,2
2012,20,mclaren,378,7,3
2012,20,lotus_f1,303,1,4
2012,20,mercedes,142,1,5
2012,20,sauber,126,0,6
2012,20,force_india,109,0,7
2012,20,williams,76,1,8
2012,20,toro_rosso,26,0,9
2012,20,caterham,0,0,10
2012,20,marussia,0,0,11
2012,20,hrt,0,0,12
2013,1,ferrari,30,0,1
2013,1,lotus_f1,26,1,2
2013,1,red_bull,23,0,3
2013,1,mercedes,10,0,4
2013,1,force_india,10,0,5
2013,1,mclaren,2,0,6
2013,1,toro_rosso,0,0,7
2013,1,sauber,0,0,8
2013,1,williams,0,0,9
2013,1,marussia,0,0,10
2013,1,caterham,0,0,11
2013,2,red_bull,66,1,1
2013,2,lotus_f1,40,1,2
2013,2,ferrari,40,0,3
2013,2,mercedes,37,0,4
2013,2,force_india,10,0,5
2013,2,sauber,4,0,6
2013,2,mclaren,4,0,7
2013,2,toro_rosso,1,0,8
2013,2,williams,0,0,9
2013,2,marussia,0,0,10
2013,2,caterham,0,0,11
2013,3,red_bull,78,1,1
2013,3,ferrari,73,1,2
2013,3,lotus_f1,60,1,3
2013,3,mercedes,52,0,4
2013,3,mclaren,14,0,5
2013,3,force_india,14,0,6
2013,3,toro_rosso,7,0,7
2013,3,sauber,5,0,8
2013,3,williams,0,0,9
2013,3,marussia,0,0,10
2013,3,caterham,0,0,11
2013,4,red_bull,109,2,1
2013,4,lotus_f1,93,1,2
2013,4,ferrari,77,1,3
2013,4,mercedes,64,0,4
2013,4,force_india,26,0,5
2013,4,mclaren,23,0,6
2013,4,toro_rosso,7,0,7
2013,4,sauber,5,0,8
2013,4,williams,0,0,9
2013,4,marussia,0,0,10
2013,4,caterham,0,0,11
2013,5,red_bull,131,2,1
2013,5,ferrari,117,2,2
2013,5,lotus_f1,111,1,3
2013,5,mercedes,72,0,4
2013,5,force_india,32,0,5
2013,5,mclaren,29,0,6
2013,5,toro_rosso,8,0,7
2013,5,sauber,5,0,8
2013,5,williams,0,0,9
2013,5,marussia,0,0,10
2013,5,caterham,0,0,11
2013,6,red_bull,164,2,1
2013,6,ferrari,123,2,2
2013,6,lotus_f1,112,1,3
2013,6,mercedes,109,1,4
2013,6,force_india,44,0,5
2013,6,mclaren,37,0,6
2013,6,toro_rosso,12,0,7
2013,6,sauber,5,0,8
2013,6,williams,0,0,9
2013,6,marussia,0,0,10
2013,6,caterham,0,0,11
2013,7,red_bull,201,3,1
2013,7,ferrari,145,2,2
2013,7,mercedes,134,1,3
2013,7,lotus_f1,114,1,4
2013,7,force_india,51,0,5
2013,7,mclaren,37,0,6
2013,7,toro_rosso,20,0,7
2013,7,sauber,5,0,8
2013,7,williams,0,0,9
2013,7,marussia,0,0,10
2013,7,caterham,0,0,11
2013,8,red_bull,219,3,1
2013,8,mercedes,171,2,2
2013,8,ferrari,168,2,3
2013,8,lotus_f1,124,1,4
2013,8,force_india,59,0,5
2013,8,mclaren,37,0,6
2013,8,toro_rosso,24,0,7
2013,8,sauber,6,0,8
2013,8,williams,0,0,9
2013,8,marussia,0,0,10
2013,8,caterham,0,0,11
2013,9,red_bull,250,4,1
2013,9,mercedes,183,2,2
2013,9,ferrari,180,2,3
2013,9,lotus_f1,157,1,4
2013,9,force_india,59,0,5
2013,9,mclaren,49,0,6
2013,9,toro_rosso,24,0,7
2013,9,sauber,7,0,8
2013,9,williams,0,0,9
2013,9,marussia,0,0,10
2013,9,caterham,0,0,11
2013,10,red_bull,277,4,1
2013,10,mercedes,208,3,2
2013,10,ferrari,194,2,3
2013,10,lotus_f1,183,1,4
2013,10,force_india,59,0,5
2013,10,mclaren,57,0,6
2013,10,toro_rosso,24,0,7
2013,10,sauber,7,0,8
2013,10,williams,1,0,9
2013,10,marussia,0,0,10
2013,10,caterham,0,0,11
2013,11,red_bull,312,5,1
2013,11,mercedes,235,3,2
2013,11,ferrari,218,2,3
2013,11,lotus_f1,187,1,4
2013,11,mclaren,65,0,5
2013,11,force_india,61,0,6
2013,11,toro_rosso,25,0,7
2013,11,sauber,7,0,8
2013,11,williams,1,0,9
2013,11,marussia,0,0,10
2013,11,caterham,0,0,11
2013,12,red_bull,352,6,1
2013,12,ferrari,248,2,2
2013,12,mercedes,245,3,3
2013,12,lotus_f1,191,1,4
2013,12,mclaren,66,0,5
2013,12,force_india,61,0,6
2013,12,toro_rosso,31,0,7
2013,12,sauber,17,0,8
2013,12,williams,1,0,9
2013,12,marussia,0,0,10
2013,12,caterham,0,0,11
2013,13,red_bull,377,7,1
2013,13,ferrari,274,2,2
2013,13,mercedes,267,3,3
2013,13,lotus_f1,206,1,4
2013,13,mclaren,76,0,5
2013,13,force_india,62,0,6
2013,13,toro_rosso,31,0,7
2013,13,sauber,19,0,8
2013,13,williams,1,0,9
2013,13,marussia,0,0,10
2013,13,caterham,0,0,11
2013,14,red_bull,402,8,1
2013,14,ferrari,284,2,2
2013,14,mercedes,283,3,3
2013,14,lotus_f1,239,1,4
2013,14,mclaren,81,0,5
2013,14,force_india,62,0,6
2013,14,sauber,31,0,7
2013,14,toro_rosso,31,0,8
2013,14,williams,1,0,9
2013,14,marussia,0,0,10
2013,14,caterham,0,0,11
2013,15,red_bull,445,9,1
2013,15,ferrari,297,2,2
2013,15,mercedes,287,3,3
2013,15,lotus_f1,264,1,4
2013,15,mclaren,83,0,5
2013,15,force_india,62,0,6
2013,15,sauber,45,0,7
2013,15,toro_rosso,31,0,8
2013,15,williams,1,0,9
2013,15,marussia,0,0,10
2013,15,caterham,0,0,11
2013,16,red_bull,470,10,1
2013,16,mercedes,313,3,2
2013,16,ferrari,309,2,3
2013,16,lotus_f1,285,1,4
2013,16,mclaren,93,0,5
2013,16,force_india,68,0,6
2013,16,sauber,45,0,7
2013,16,toro_rosso,32,0,8
2013,16,williams,1,0,9
2013,16,marussia,0,0,10
2013,16,caterham,0,0,11
2013,17,red_bull,513,11,1
2013,17,mercedes,334,3,2
2013,17,ferrari,323,2,3
2013,17,lotus_f1,297,1,4
2013,17,mclaren,95,0,5
2013,17,force_india,77,0,6
2013,17,sauber,45,0,7
2013,17,toro_rosso,32,0,8
2013,17,williams,1,0,9
2013,17,marussia,0,0,10
2013,17,caterham,0,0,11
2013,18,red_bull,553,12,1
2013,18,mercedes,348,3,2
2013,18,ferrari,333,2,3
2013,18,lotus_f1,315,1,4
2013,18,mclaren,102,0,5
2013,18,force_india,77,0,6
2013,18,sauber,53,0,7
2013,18,toro_rosso,32,0,8
2013,18,williams,5,0,9
2013,18,marussia,0,0,10
2013,18,caterham,0,0,11
2013,19,red_bull,596,13,1
2013,19,mercedes,360,3,2
2013,19,ferrari,354,2,3
2013,19,lotus_f1,315,1,4
2013,19,mclaren,122,0,5
2013,19,force_india,77,0,6
2013,19,sauber,57,0,7
2013,19,toro_rosso,33,0,8
2013,19,williams,5,0,9
2013,19,marussia,0,0,10
2013,19,caterham,0,0,11
2014,1,mclaren,33,0,1
2014,1,mercedes,25,1,2
2014,1,ferrari,18,0,3
2014,1,williams,10,0,4
2014,1,force_india,9,0,5
2014,1,toro_rosso,6,0,6
2014,1,sauber,0,0,7
2014,1,marussia,0,0,8
2014,1,lotus_f1,0,0,9
2014,1,caterham,0,0,10
2014,1,red_bull,0,0,11
2014,2,mercedes,68,2,1
2014,2,mclaren,43,0,2
2014,2,ferrari,30,0,3
2014,2,williams,20,0,4
2014,2,force_india,19,0,5
2014,2,red_bull,15,0,6
2014,2,toro_rosso,7,0,7
2014,2,sauber,0,0,8
2014,2,lotus_f1,0,0,9
2014,2,caterham,0,0,10
2014,2,marussia,0,0,11
2014,3,mercedes,111,3,1
2014,3,force_india,44,0,2
2014,3,mclaren,43,0,3
2014,3,red_bull,35,0,4
2014,3,ferrari,33,0,5
2014,3,williams,30,0,6
2014,3,toro_rosso,7,0,7
2014,3,lotus_f1,0,0,8
2014,3,sauber,0,0,9
2014,3,marussia,0,0,10
2014,3,caterham,0,0,11
2014,4,mercedes,154,4,1
2014,4,red_bull,57,0,2
2014,4,force_india,54,0,3
2014,4,ferrari,52,0,4
2014,4,mclaren,43,0,5
2014,4,williams,36,0,6
2014,4,toro_rosso,8,0,7
2014,4,lotus_f1,0,0,8
2014,4,sauber,0,0,9
2014,4,marussia,0,0,10
2014,4,caterham,0,0,11
2014,5,mercedes,197,5,1
2014,5,red_bull,84,0,2
2014,5,ferrari,66,0,3
2014,5,force_india,57,0,4
2014,5,williams,46,0,5
2014,5,mclaren,43,0,6
2014,5,toro_rosso,8,0,7
2014,5,lotus_f1,4,0,8
2014,5,sauber,0,0,9
2014,5,marussia,0,0,10
2014,5,caterham,0,0,11
2014,6,mercedes,240,6,1
2014,6,red_bull,99,0,2
2014,6,ferrari,78,0,3
2014,6,force_india,67,0,4
2014,6,mclaren,52,0,5
2014,6,williams,52,0,6
2014,6,lotus_f1,8,0,7
2014,6,toro_rosso,8,0,8
2014,6,marussia,2,0,9
2014,6,sauber,0,0,10
2014,6,caterham,0,0,11
2014,7,mercedes,258,6,1
2014,7,red_bull,139,1,2
2014,7,ferrari,87,0,3
2014,7,force_india,77,0,4
2014,7,mclaren,66,0,5
2014,7,williams,58,0,6
2014,7,toro_rosso,12,0,7
2014,7,lotus_f1,8,0,8
2014,7,marussia,2,0,9
2014,7,sauber,0,0,10
2014,7,caterham,0,0,11
2014,8,mercedes,301,7,1
2014,8,red_bull,143,1,2
2014,8,ferrari,98,0,3
2014,8,force_india,87,0,4
2014,8,williams,85,0,5
2014,8,mclaren,72,0,6
2014,8,toro_rosso,12,0,7
2014,8,lotus_f1,8,0,8
2014,8,marussia,2,0,9
2014,8,sauber,0,0,10
2014,8,caterham,0,0,11
2014,9,mercedes,326,8,1
2014,9,red_bull,168,1,2
2014,9,ferrari,106,0,3
2014,9,williams,103,0,4
2014,9,force_india,91,0,5
2014,9,mclaren,90,0,6
2014,9,toro_rosso,15,0,7
2014,9,lotus_f1,8,0,8
2014,9,marussia,2,0,9
2014,9,sauber,0,0,10
2014,9,caterham,0,0,11
2014,10,mercedes,366,9,1
2014,10,red_bull,188,1,2
2014,10,williams,121,0,3
2014,10,ferrari,116,0,4
2014,10,force_india,98,0,5
2014,10,mclaren,96,0,6
2014,10,toro_rosso,15,0,7
2014,10,lotus_f1,8,0,8
2014,10,marussia,2,0,9
2014,10,sauber,0,0,10
2014,10,caterham,0,0,11
2014,11,mercedes,393,9,1
2014,11,red_bull,219,2,2
2014,11,ferrari,142,0,3
2014,11,williams,135,0,4
2014,11,force_india,98,0,5
2014,11,mclaren,97,0,6
2014,11,toro_rosso,17,0,7
2014,11,lotus_f1,8,0,8
2014,11,marussia,2,0,9
2014,11,sauber,0,0,10
2014,11,caterham,0,0,11
2014,12,mercedes,411,9,1
2014,12,red_bull,254,3,2
2014,12,ferrari,160,0,3
2014,12,williams,150,0,4
2014,12,mclaren,105,0,5
2014,12,force_india,103,0,6
2014,12,toro_rosso,19,0,7
2014,12,lotus_f1,8,0,8
2014,12,marussia,2,0,9
2014,12,sauber,0,0,10
2014,12,caterham,0,0,11
2014,13,mercedes,454,10,1
2014,13,red_bull,272,3,2
2014,13,williams,177,0,3
2014,13,ferrari,162,0,4
2014,13,mclaren,110,0,5
2014,13,force_india,109,0,6
2014,13,toro_rosso,19,0,7
2014,13,lotus_f1,8,0,8
2014,13,marussia,2,0,9
2014,13,sauber,0,0,10
2014,13,caterham,0,0,11
2014,14,mercedes,479,11,1
2014,14,red_bull,305,3,2
2014,14,williams,187,0,3
2014,14,ferrari,178,0,4
2014,14,force_india,117,0,5
2014,14,mclaren,111,0,6
2014,14,toro_rosso,27,0,7
2014,14,lotus_f1,8,0,8
2014,14,marussia,2,0,9
2014,14,sauber,0,0,10
2014,14,caterham,0,0,11
2014,15,mercedes,522,12,1
2014,15,red_bull,332,3,2
2014,15,williams,201,0,3
2014,15,ferrari,178,0,4
2014,15,force_india,122,0,5
2014,15,mclaren,121,0,6
2014,15,toro_rosso,29,0,7
2014,15,lotus_f1,8,0,8
2014,15,marussia,2,0,9
2014,15,sauber,0,0,10
2014,15,caterham,0,0,11
2014,16,mercedes,565,13,1
2014,16,red_bull,342,3,2
2014,16,williams,216,0,3
2014,16,ferrari,188,0,4
2014,16,mclaren,143,0,5
2014,16,force_india,123,0,6
2014,16,toro_rosso,29,0,7
2014,16,lotus_f1,8,0,8
2014,16,marussia,2,0,9
2014,16,sauber,0,0,10
2014,16,caterham,0,0,11
2014,17,mercedes,608,14,1
2014,17,red_bull,363,3,2
2014,17,williams,238,0,3
2014,17,ferrari,196,0,4
2014,17,mclaren,147,0,5
2014,17,force_india,123,0,6
2014,17,toro_rosso,30,0,7
2014,17,lotus_f1,10,0,8
2014,17,marussia,2,0,9
2014,17,sauber,0,0,10
2014,17,caterham,0,0,11
2014,18,mercedes,651,15,1
2014,18,red_bull,373,3,2
2014,18,williams,254,0,3
2014,18,ferrari,210,0,4
2014,18,mclaren,161,0,5
2014,18,force_india,127,0,6
2014,18,toro_rosso,30,0,7
2014,18,lotus_f1,10,0,8
2014,18,marussia,2,0,9
2014,18,sauber,0,0,10
2014,18,caterham,0,0,11
2014,19,mercedes,701,16,1
2014,19,red_bull,405,3,2
2014,19,williams,320,0,3
2014,19,ferrari,216,0,4
2014,19,mclaren,181,0,5
2014,19,force_india,155,0,6
2014,19,toro_rosso,30,0,7
2014,19,lotus_f1,10,0,8
2014,19,marussia,2,0,9
2014,19,sauber,0,0,10
2014,19,caterham,0,0,11
2015,1,mercedes,43,1,1
2015,1,ferrari,15,0,2
2015,1,sauber,14,0,3
2015,1,williams,12,0,4
2015,1,red_bull,8,0,5
2015,1,force_india,7,0,6
2015,1,toro_rosso,2,0,7
2015,1,mclaren,0,0,8
2015,1,lotus_f1,0,0,9
2015,2,mercedes,76,1,1
2015,2,ferrari,52,1,2
2015,2,williams,30,0,3
2015,2,sauber,14,0,4
2015,2,toro_rosso,12,0,5
2015,2,red_bull,11,0,6
2015,2,force_india,7,0,7
2015,2,lotus_f1,0,0,8
2015,2,mclaren,0,0,9
2015,2,manor,0,0,10
2015,3,mercedes,119,2,1
2015,3,ferrari,79,1,2
2015,3,williams,48,0,3
2015,3,sauber,19,0,4
2015,3,red_bull,13,0,5
2015,3,toro_rosso,12,0,6
2015,3,force_india,7,0,7
2015,3,lotus_f1,6,0,8
2015,3,mclaren,0,0,9
2015,3,manor,0,0,10
2015,4,mercedes,159,3,1
2015,4,ferrari,107,1,2
2015,4,williams,61,0,3
2015,4,red_bull,23,0,4
2015,4,sauber,19,0,5
2015,4,lotus_f1,12,0,6
2015,4,toro_rosso,12,0,7
2015,4,force_india,11,0,8
2015,4,mclaren,0,0,9
2015,4,manor,0,0,10
2015,5,mercedes,202,4,1
2015,5,ferrari,132,1,2
2015,5,williams,81,0,3
2015,5,red_bull,30,0,4
2015,5,sauber,19,0,5
2015,5,lotus_f1,16,0,6
2015,5,toro_rosso,14,0,7
2015,5,force_india,11,0,8
2015,5,mclaren,0,0,9
2015,5,manor,0,0,10
2015,6,mercedes,242,5,1
2015,6,ferrari,158,1,2
2015,6,williams,81,0,3
2015,6,red_bull,52,0,4
2015,6,sauber,21,0,5
2015,6,force_india,17,0,6
2015,6,lotus_f1,16,0,7
2015,6,toro_rosso,15,0,8
2015,6,mclaren,4,0,9
2015,6,manor,0,0,10
2015,7,mercedes,285,6,1
2015,7,ferrari,180,1,2
2015,7,williams,104,0,3
2015,7,red_bull,54,0,4
2015,7,lotus_f1,23,0,5
2015,7,sauber,21,0,6
2015,7,force_india,21,0,7
2015,7,toro_rosso,15,0,8
2015,7,mclaren,4,0,9
2015,7,manor,0,0,10
2015,8,mercedes,328,7,1
2015,8,ferrari,192,1,2
2015,8,williams,129,0,3
2015,8,red_bull,55,0,4
2015,8,force_india,31,0,5
2015,8,lotus_f1,29,0,6
2015,8,sauber,21,0,7
2015,8,toro_rosso,19,0,8
2015,8,mclaren,4,0,9
2015,8,manor,0,0,10
2015,9,mercedes,371,8,1
2015,9,ferrari,211,1,2
2015,9,williams,151,0,3
2015,9,red_bull,63,0,4
2015,9,force_india,39,0,5
2015,9,lotus_f1,29,0,6
2015,9,sauber,21,0,7
2015,9,toro_rosso,19,0,8
2015,9,mclaren,5,0,9
2015,9,manor,0,0,10
2015,10,mercedes,383,8,1
2015,10,ferrari,236,2,2
2015,10,williams,151,0,3
2015,10,red_bull,96,0,4
2015,10,force_india,39,0,5
2015,10,lotus_f1,35,0,6
2015,10,toro_rosso,31,0,7
2015,10,sauber,22,0,8
2015,10,mclaren,17,0,9
2015,10,manor,0,0,10
2015,11,mercedes,426,9,1
2015,11,ferrari,242,2,2
2015,11,williams,161,0,3
2015,11,red_bull,108,0,4
2015,11,lotus_f1,50,0,5
2015,11,force_india,49,0,6
2015,11,toro_rosso,35,0,7
2015,11,sauber,23,0,8
2015,11,mclaren,17,0,9
2015,11,manor,0,0,10
2015,12,mercedes,451,10,1
2015,12,ferrari,270,2,2
2015,12,williams,188,0,3
2015,12,red_bull,113,0,4
2015,12,force_india,63,0,5
2015,12,lotus_f1,50,0,6
2015,12,toro_rosso,35,0,7
2015,12,sauber,25,0,8
2015,12,mclaren,17,0,9
2015,12,manor,0,0,10
2015,13,mercedes,463,10,1
2015,13,ferrari,310,3,2
2015,13,williams,198,0,3
2015,13,red_bull,139,0,4
2015,13,force_india,69,0,5
2015,13,lotus_f1,50,0,6
2015,13,toro_rosso,41,0,7
2015,13,sauber,26,0,8
2015,13,mclaren,17,0,9
2015,13,manor,0,0,10
2015,14,mercedes,506,11,1
2015,14,ferrari,337,3,2
2015,14,williams,208,0,3
2015,14,red_bull,139,0,4
2015,14,force_india,77,0,5
2015,14,lotus_f1,60,0,6
2015,14,toro_rosso,44,0,7
2015,14,sauber,26,0,8
2015,14,mclaren,17,0,9
2015,14,manor,0,0,10
2015,15,mercedes,531,12,1
2015,15,ferrari,359,3,2
2015,15,williams,220,0,3
2015,15,red_bull,149,0,4
2015,15,force_india,92,0,5
2015,15,lotus_f1,66,0,6
2015,15,toro_rosso,45,0,7
2015,15,sauber,34,0,8
2015,15,mclaren,19,0,9
2015,15,manor,0,0,10
2015,16,mercedes,574,13,1
2015,16,ferrari,374,3,2
2015,16,williams,220,0,3
2015,16,red_bull,150,0,4
2015,16,force_india,102,0,5
2015,16,lotus_f1,70,0,6
2015,16,toro_rosso,63,0,7
2015,16,sauber,36,0,8
2015,16,mclaren,27,0,9
2015,16,manor,0,0,10
2015,17,mercedes,617,14,1
2015,17,ferrari,374,3,2
2015,17,williams,243,0,3
2015,17,red_bull,172,0,4
2015,17,force_india,112,0,5
2015,17,lotus_f1,71,0,6
2015,17,toro_rosso,65,0,7
2015,17,sauber,36,0,8
2015,17,mclaren,27,0,9
2015,17,manor,0,0,10
2015,18,mercedes,660,15,1
2015,18,ferrari,401,3,2
2015,18,williams,253,0,3
2015,18,red_bull,178,0,4
